SBERP,0,20220201,065932,256.000000000,40
SBERP,0,20220201,065932,256.000000000,480
SBERP,0,20220201,065932,256.000000000,20
SBERP,0,20220201,065932,256.000000000,10
SBERP,0,20220201,065932,256.000000000,70
SBERP,0,20220201,065932,256.000000000,50
SBERP,0,20220201,065932,256.000000000,50
SBERP,0,20220201,065932,256.000000000,60
SBERP,0,20220201,065932,256.000000000,10
SBERP,0,20220201,065932,256.000000000,100
SBERP,0,20220201,065932,256.000000000,10
SBERP,0,20220201,065932,256.000000000,2000
SBERP,0,20220201,065932,256.000000000,100
SBERP,0,20220201,065932,256.000000000,950
SBERP,0,20220201,065932,256.000000000,10
SBERP,0,20220201,065932,256.000000000,100
SBERP,0,20220201,065932,256.000000000,490
SBERP,0,20220201,065932,256.000000000,40
SBERP,0,20220201,070000,256.000000000,10
SBERP,0,20220201,070000,255.990000000,290
SBERP,0,20220201,070000,255.990000000,10
SBERP,0,20220201,070000,255.990000000,60
SBERP,0,20220201,070000,255.990000000,10
SBERP,0,20220201,070000,255.900000000,20
SBERP,0,20220201,070000,255.990000000,470
SBERP,0,20220201,070000,256.000000000,40
SBERP,0,20220201,070000,255.990000000,100
SBERP,0,20220201,070000,255.900000000,500
SBERP,0,20220201,070000,255.900000000,130
SBERP,0,20220201,070000,255.900000000,100
SBERP,0,20220201,070000,255.980000000,20
SBERP,0,20220201,070000,255.900000000,1250
SBERP,0,20220201,070000,255.900000000,100
SBERP,0,20220201,070000,255.910000000,40
SBERP,0,20220201,070000,255.910000000,30
SBERP,0,20220201,070000,255.980000000,10
SBERP,0,20220201,070000,255.990000000,120
SBERP,0,20220201,070000,255.900000000,20
SBERP,0,20220201,070000,255.990000000,30
SBERP,0,20220201,070000,255.860000000,70
SBERP,0,20220201,070000,255.860000000,20
SBERP,0,20220201,070000,255.860000000,10
SBERP,0,20220201,070000,255.860000000,100
SBERP,0,20220201,070000,255.860000000,190
SBERP,0,20220201,070000,255.850000000,710
SBERP,0,20220201,070000,255.750000000,50
SBERP,0,20220201,070000,255.750000000,80
SBERP,0,20220201,070000,255.750000000,320
SBERP,0,20220201,070000,255.860000000,100
SBERP,0,20220201,070001,255.790000000,20
SBERP,0,20220201,070001,255.860000000,60
SBERP,0,20220201,070001,255.600000000,50
SBERP,0,20220201,070001,255.600000000,30
SBERP,0,20220201,070001,255.600000000,100
SBERP,0,20220201,070002,255.860000000,200
SBERP,0,20220201,070005,255.630000000,450
SBERP,0,20220201,070010,255.860000000,10
SBERP,0,20220201,070010,255.860000000,20
SBERP,0,20220201,070011,255.800000000,1000
SBERP,0,20220201,070011,255.790000000,40
SBERP,0,20220201,070013,255.860000000,350
SBERP,0,20220201,070017,255.860000000,50
SBERP,0,20220201,070020,255.580000000,430
SBERP,0,20220201,070020,255.570000000,20
SBERP,0,20220201,070020,255.570000000,100
SBERP,0,20220201,070020,255.560000000,900
SBERP,0,20220201,070020,255.560000000,100
SBERP,0,20220201,070020,255.550000000,1000
SBERP,0,20220201,070020,255.540000000,1000
SBERP,0,20220201,070020,255.530000000,1000
SBERP,0,20220201,070020,255.530000000,20
SBERP,0,20220201,070020,255.530000000,300
SBERP,0,20220201,070021,255.200000000,10
SBERP,0,20220201,070021,255.200000000,200
SBERP,0,20220201,070022,255.650000000,190
SBERP,0,20220201,070025,255.650000000,10
SBERP,0,20220201,070027,255.210000000,200
SBERP,0,20220201,070027,255.200000000,290
SBERP,0,20220201,070027,255.200000000,10
SBERP,0,20220201,070027,255.200000000,10
SBERP,0,20220201,070027,255.200000000,20
SBERP,0,20220201,070027,255.150000000,40
SBERP,0,20220201,070027,255.150000000,100
SBERP,0,20220201,070027,255.050000000,590
SBERP,0,20220201,070027,255.060000000,800
SBERP,0,20220201,070027,255.060000000,2400
SBERP,0,20220201,070028,255.430000000,540
SBERP,0,20220201,070028,255.440000000,300
SBERP,0,20220201,070028,255.460000000,60
SBERP,0,20220201,070028,255.510000000,850
SBERP,0,20220201,070028,255.570000000,250
SBERP,0,20220201,070028,255.640000000,1180
SBERP,0,20220201,070028,255.640000000,1570
SBERP,0,20220201,070028,255.650000000,4790
SBERP,0,20220201,070028,255.670000000,310
SBERP,0,20220201,070028,255.720000000,720
SBERP,0,20220201,070028,255.770000000,690
SBERP,0,20220201,070028,255.800000000,1000
SBERP,0,20220201,070028,255.820000000,500
SBERP,0,20220201,070028,255.860000000,200
SBERP,0,20220201,070028,255.880000000,10
SBERP,0,20220201,070028,255.890000000,10
SBERP,0,20220201,070028,255.890000000,10
SBERP,0,20220201,070028,255.920000000,150
SBERP,0,20220201,070028,255.950000000,10
SBERP,0,20220201,070028,255.980000000,200
SBERP,0,20220201,070028,255.980000000,1700
SBERP,0,20220201,070028,255.990000000,10
SBERP,0,20220201,070028,255.990000000,120
SBERP,0,20220201,070028,256.000000000,890
SBERP,0,20220201,070028,256.000000000,20
SBERP,0,20220201,070028,256.000000000,10
SBERP,0,20220201,070028,256.000000000,10
SBERP,0,20220201,070028,256.000000000,380
SBERP,0,20220201,070028,256.000000000,560
SBERP,0,20220201,070028,256.000000000,10
SBERP,0,20220201,070028,256.000000000,250
SBERP,0,20220201,070028,256.000000000,1100
SBERP,0,20220201,070028,256.000000000,50
SBERP,0,20220201,070028,256.000000000,30
SBERP,0,20220201,070028,256.000000000,300
SBERP,0,20220201,070028,256.040000000,60
SBERP,0,20220201,070028,256.060000000,10
SBERP,0,20220201,070028,256.070000000,10
SBERP,0,20220201,070028,256.090000000,10
SBERP,0,20220201,070028,256.100000000,10
SBERP,0,20220201,070028,256.100000000,170
SBERP,0,20220201,070028,256.100000000,10
SBERP,0,20220201,070028,256.120000000,10
SBERP,0,20220201,070028,256.150000000,20
SBERP,0,20220201,070028,256.190000000,100
SBERP,0,20220201,070028,256.200000000,50
SBERP,0,20220201,070028,256.200000000,100
SBERP,0,20220201,070028,256.410000000,400
SBERP,0,20220201,070028,256.490000000,3400
SBERP,0,20220201,070028,256.500000000,10
SBERP,0,20220201,070028,256.500000000,10
SBERP,0,20220201,070028,256.500000000,1940
SBERP,0,20220201,070028,256.600000000,100
SBERP,0,20220201,070028,256.600000000,20
SBERP,0,20220201,070028,256.600000000,1940
SBERP,0,20220201,070028,256.610000000,10
SBERP,0,20220201,070028,256.700000000,150
SBERP,0,20220201,070028,256.800000000,50
SBERP,0,20220201,070028,256.800000000,1940
SBERP,0,20220201,070028,256.870000000,10
SBERP,0,20220201,070028,256.870000000,4000
SBERP,0,20220201,070028,256.900000000,50
SBERP,0,20220201,070028,256.900000000,20
SBERP,0,20220201,070028,256.900000000,50
SBERP,0,20220201,070028,256.960000000,10
SBERP,0,20220201,070028,256.990000000,80
SBERP,0,20220201,070028,257.000000000,40
SBERP,0,20220201,070028,257.000000000,100
SBERP,0,20220201,070028,257.000000000,10
SBERP,0,20220201,070028,257.000000000,10
SBERP,0,20220201,070028,257.000000000,10
SBERP,0,20220201,070028,257.000000000,20
SBERP,0,20220201,070028,257.000000000,1000
SBERP,0,20220201,070028,257.000000000,50
SBERP,0,20220201,070028,257.010000000,30
SBERP,0,20220201,070028,257.070000000,10
SBERP,0,20220201,070028,257.070000000,300
SBERP,0,20220201,070028,257.100000000,60
SBERP,0,20220201,070028,257.150000000,10
